problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170606T113339368121, 101, 5.000000, mFSTSP Heuristic, 1, -1, True, True, 1, 1 

Objective Function Value: 8584.156632 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck is stationary with no UAVs on board, 0.000000, 0, 60.000000, 0, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 60.000000, 0, 545.813610, 15, Travel from node 0 to node 15, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 545.813610, 15, 575.813610, 15, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 575.813610, 15, 635.813610, 15, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with no UAVs on board, 635.813610, 15, 665.813610, 15, Dropping off package to Customer 15, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 635.813610, 15, 716.609769, 15, Idle for  81 seconds before departing, Idle 
1, Truck, Truck travels with no UAVs on board, 716.609769, 15, 958.199016, 5, Travel from node 15 to node 5, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 958.199016, 5, 988.199016, 5, Dropping off package to Customer 5, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 988.199016, 5, 1018.199016, 5, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck travels with UAV(s) on board, 1018.199016, 5, 1638.428866, 17, Travel from node 5 to node 17, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1638.428866, 17, 1668.428866, 17, Dropping off package to Customer 17, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 1668.428866, 17, 1747.578786, 1, Travel from node 17 to node 1, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1747.578786, 1, 1777.578786, 1, Dropping off package to Customer 1, Making Delivery 
1, Truck, Truck is stationary with UAV(s) on board, 1777.578786, 1, 1837.578786, 1, Launching UAV 2, UAV Launch 
