problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T121616676866, 101, 5.000000, mFSTSP Heuristic, 3, -1, True, True, 1, 1 

Objective Function Value: 4282.544872 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck travels with UAV(s) on board, 0.000000, 0, 978.710994, 3, Travel from node 0 to node 3, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 978.710994, 3, 1008.710994, 3, Dropping off package to Customer 3, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 1008.710994, 3, 1435.033397, 7, Travel from node 3 to node 7, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1435.033397, 7, 1465.033397, 7, Dropping off package to Customer 7, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 1465.033397, 7, 2100.073032, 5, Travel from node 7 to node 5, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 2100.073032, 5, 2160.073032, 5, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 2160.073032, 5, 2220.073032, 5, Launching UAV 3, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 2220.073032, 5, 2280.073032, 5, Launching UAV 4, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 2280.073032, 5, 2310.073032, 5, Dropping off package to Customer 5, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 2310.073032, 5, 2471.572254, 2, Travel from node 5 to node 2, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 2471.572254, 2, 2501.572254, 2, Dropping off package to Customer 2, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 2501.572254, 2, 2503.573909, 2, Idle for   2 seconds, Idle 
1, Truck, Truck is stationary with no UAVs on board, 2503.573909, 2, 2533.573909, 2, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 2533.573909, 2, 2611.663193, 2, Idle for  78 seconds, Idle 
1, Truck, Truck is stationary with no UAVs on board, 2611.663193, 2, 2641.663193, 2, Retrieving UAV 3, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 2641.663193, 2, 2671.663193, 2, Retrieving UAV 4, UAV Recovery 
1, Truck, Truck travels with UAV(s) on board, 2671.663193, 2, 3996.072586, 4, Travel from node 2 to node 4, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 3996.072586, 4, 4026.072586, 4, Dropping off package to Customer 4, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 4026.072586, 4, 4282.544872, 9, Travel from node 4 to node 9, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 4282.544872, 9, -1.000000, 9, At the Depot.  Total Time = 1:11:22, Vehicle Tasks Complete 
2, UAV, UAV is stationary with a parcel, 2100.073032, 5, 2160.073032, 5, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 2160.073032, 5, 2163.768655, 5, Takeoff from truck at Customer 5, Traveling 
2, UAV, UAV travels with parcel, 2163.768655, 5, 2276.771525, 8, Fly to UAV customer 8, Traveling 
2, UAV, UAV taking off or landing with a parcel, 2276.771525, 8, 2283.162771, 8, Land at UAV customer 8, Traveling 
2, UAV, UAV is stationary with a parcel, 2283.162771, 8, 2343.162771, 8, Serving UAV customer 8, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 2343.162771, 8, 2346.858395, 8, Takeoff from UAV customer 8, Traveling 
2, UAV, UAV travels empty, 2346.858395, 8, 2497.182662, 2, Fly to truck at customer 2, Traveling 
2, UAV, UAV taking off or landing with no parcels, 2497.182662, 2, 2503.573909, 2, Land at truck rendezvous location (customer 2), Traveling 
2, UAV, UAV is stationary without a parcel, 2503.573909, 2, 2533.573909, 2, Recovered by truck at customer 2, UAV Recovery 
3, UAV, UAV is stationary with a parcel, 2160.073032, 5, 2220.073032, 5, Prepare to launch from truck, UAV Launch 
3, UAV, UAV taking off or landing with a parcel, 2220.073032, 5, 2223.768655, 5, Takeoff from truck at Customer 5, Traveling 
3, UAV, UAV travels with parcel, 2223.768655, 5, 2343.336959, 1, Fly to UAV customer 1, Traveling 
3, UAV, UAV taking off or landing with a parcel, 2343.336959, 1, 2349.728206, 1, Land at UAV customer 1, Traveling 
3, UAV, UAV is stationary with a parcel, 2349.728206, 1, 2409.728206, 1, Serving UAV customer 1, Making Delivery 
