problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170606T123331779163, 101, 5.000000, mFSTSP Heuristic, 1, -1, True, True, 1, 1 

Objective Function Value: 6829.453205 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck is stationary with no UAVs on board, 0.000000, 0, 60.000000, 0, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 60.000000, 0, 340.103563, 12, Travel from node 0 to node 12, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 340.103563, 12, 370.103563, 12, Dropping off package to Customer 12, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 370.103563, 12, 376.565200, 12, Idle for   6 seconds, Idle 
1, Truck, Truck is stationary with no UAVs on board, 376.565200, 12, 406.565200, 12, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 406.565200, 12, 466.565200, 12, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 466.565200, 12, 878.866548, 1, Travel from node 12 to node 1, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 878.866548, 1, 908.866548, 1, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 908.866548, 1, 938.866548, 1, Dropping off package to Customer 1, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 938.866548, 1, 998.866548, 1, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 998.866548, 1, 1175.277871, 6, Travel from node 1 to node 6, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 1175.277871, 6, 1205.277871, 6, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 1205.277871, 6, 1265.277871, 6, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with no UAVs on board, 1265.277871, 6, 1295.277871, 6, Dropping off package to Customer 6, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 1295.277871, 6, 1588.241886, 3, Travel from node 6 to node 3, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 1588.241886, 3, 1618.241886, 3, Dropping off package to Customer 3, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 1618.241886, 3, 1631.312232, 3, Idle for  13 seconds, Idle 
1, Truck, Truck is stationary with no UAVs on board, 1631.312232, 3, 1661.312232, 3, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 1661.312232, 3, 1721.312232, 3, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 1721.312232, 3, 2337.554381, 13, Travel from node 3 to node 13, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 2337.554381, 13, 2367.554381, 13, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 2367.554381, 13, 2397.554381, 13, Dropping off package to Customer 13, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 2397.554381, 13, 2630.231831, 17, Travel from node 13 to node 17, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 2630.231831, 17, 2660.231831, 17, Dropping off package to Customer 17, Making Delivery 
1, Truck, Truck is stationary with UAV(s) on board, 2660.231831, 17, 2720.231831, 17, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 2720.231831, 17, 3091.898911, 20, Travel from node 17 to node 20, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 3091.898911, 20, 3121.898911, 20, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 3121.898911, 20, 3181.898911, 20, Launching UAV 2, UAV Launch 
