problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T121355407419, 103, 3600.000000, mFSTSP IP, 1, -1, True, True, 1, -1 

Objective Function Value: 3477.590801 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck travels with UAV(s) on board, 0.000000, 0, 972.594462, 4, Travel from node 0 to node 4, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 972.594462, 4, 1032.594462, 4, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 1032.594462, 4, 1062.594462, 4, Dropping off package to Customer 4, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 1062.594462, 4, 1205.974819, 2, Travel from node 4 to node 2, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 1205.974819, 2, 1235.974819, 2, Dropping off package to Customer 2, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 1235.974819, 2, 1658.691312, 3, Travel from node 2 to node 3, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 1658.691312, 3, 1688.691312, 3, Dropping off package to Customer 3, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 1688.691312, 3, 2191.185789, 7, Travel from node 3 to node 7, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 2191.185789, 7, 2221.185789, 7, Dropping off package to Customer 7, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 2221.185788, 7, 2251.185788, 7, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 2251.185788, 7, 2311.185788, 7, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 2311.185788, 7, 2623.448846, 8, Travel from node 7 to node 8, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 2623.448846, 8, 2653.448846, 8, Dropping off package to Customer 8, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 2653.448846, 8, 3386.567886, 1, Travel from node 8 to node 1, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 3386.567886, 1, 3416.567886, 1, Dropping off package to Customer 1, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 3416.567886, 1, 3446.567886, 1, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck travels with UAV(s) on board, 3446.567886, 1, 3477.590801, 9, Travel from node 1 to node 9, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 3477.590801, 9, -1.000000, 9, At the Depot.  Total Time = 0:57:57, Vehicle Tasks Complete 
2, UAV, UAV is stationary with a parcel, 972.594462, 4, 1032.594462, 4, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 1032.594462, 4, 1039.485709, 4, Takeoff from truck at Customer 4, Traveling 
2, UAV, UAV travels with parcel, 1039.485709, 4, 1181.975433, 6, Fly to UAV customer 6, Traveling 
2, UAV, UAV taking off or landing with a parcel, 1181.975433, 6, 1194.757926, 6, Land at UAV customer 6, Traveling 
2, UAV, UAV is stationary with a parcel, 1194.757926, 6, 1254.757926, 6, Serving UAV customer 6, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 1254.757926, 6, 1261.649173, 6, Takeoff from UAV customer 6, Traveling 
2, UAV, UAV travels empty, 1261.649173, 6, 2006.623042, 7, Fly to truck at customer 7, Traveling 
2, UAV, UAV is stationary without a parcel, 2006.623042, 7, 2208.403295, 7, Idle above rendezvous location (customer 7), Idle 
2, UAV, UAV taking off or landing with no parcels, 2208.403295, 7, 2221.185788, 7, Land at truck rendezvous location (customer 7), Traveling 
2, UAV, UAV is stationary without a parcel, 2221.185788, 7, 2251.185788, 7, Recovered by truck at customer 7, UAV Recovery 
2, UAV, UAV is stationary with a parcel, 2251.185788, 7, 2311.185788, 7, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 2311.185788, 7, 2318.077035, 7, Takeoff from truck at Customer 7, Traveling 
2, UAV, UAV travels with parcel, 2318.077035, 7, 2680.080831, 5, Fly to UAV customer 5, Traveling 
2, UAV, UAV taking off or landing with a parcel, 2680.080831, 5, 2692.863324, 5, Land at UAV customer 5, Traveling 
2, UAV, UAV is stationary with a parcel, 2692.863324, 5, 2752.863324, 5, Serving UAV customer 5, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 2752.863324, 5, 2759.754571, 5, Takeoff from UAV customer 5, Traveling 
2, UAV, UAV travels empty, 2759.754571, 5, 3393.931832, 1, Fly to truck at customer 1, Traveling 
2, UAV, UAV is stationary without a parcel, 3393.931832, 1, 3403.785393, 1, Idle above rendezvous location (customer 1), Idle 
2, UAV, UAV taking off or landing with no parcels, 3403.785393, 1, 3416.567886, 1, Land at truck rendezvous location (customer 1), Traveling 
2, UAV, UAV is stationary without a parcel, 3416.567886, 1, 3446.567886, 1, Recovered by truck at customer 1, UAV Recovery 
problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T121355407419, 103, 3600.000000, mFSTSP IP, 1, -1, True, True, 1, -1 

Objective Function Value: 3477.590802 

Assignments: 
vehicleID,vehicleType,activityType,startTime,startNode,endTime,endNode,Description,Status
1,Truck,Truck travels with UAV(s) on board,0.0,0,972.594462,4,Travel from node 0 to node 4,Traveling
1,Truck,Truck is stationary with UAV(s) on board,972.594462,4,1002.594462,4,Dropping off package to Customer 4,Making Delivery
1,Truck,Truck is stationary with UAV(s) on board,1002.5944619999998,4,1062.5944619999998,4,Launching UAV 2,UAV Launch
1,Truck,Truck travels with no UAVs on board,1062.594462,4,1205.974819,2,Travel from node 4 to node 2,Traveling
1,Truck,Truck is stationary with no UAVs on board,1205.974819,2,1235.974819,2,Dropping off package to Customer 2,Making Delivery
1,Truck,Truck travels with no UAVs on board,1235.974819,2,1658.691312,3,Travel from node 2 to node 3,Traveling
1,Truck,Truck is stationary with no UAVs on board,1658.691312,3,1688.691312,3,Dropping off package to Customer 3,Making Delivery
1,Truck,Truck is stationary with no UAVs on board,1688.6913116521318,3,1718.6913116521318,3,Retrieving UAV 2,UAV Recovery
1,Truck,Truck travels with UAV(s) on board,1718.6913116521314,3,2221.1857886521316,7,Travel from node 3 to node 7,Traveling
1,Truck,Truck is stationary with UAV(s) on board,2221.1857886521316,7,2281.1857886521316,7,Launching UAV 2,UAV Launch
1,Truck,Truck is stationary with UAV(s) on board,2281.1857886521316,7,2311.1857886521316,7,Dropping off package to Customer 7,Making Delivery
1,Truck,Truck travels with no UAVs on board,2311.1857886521316,7,2623.4488466521316,8,Travel from node 7 to node 8,Traveling
1,Truck,Truck is stationary with no UAVs on board,2623.4488466521316,8,2653.4488466521316,8,Dropping off package to Customer 8,Making Delivery
1,Truck,Truck travels with no UAVs on board,2653.4488466521316,8,3386.5678866521316,1,Travel from node 8 to node 1,Traveling
1,Truck,Truck is stationary with no UAVs on board,3386.5678866521316,1,3416.5678866521316,1,Dropping off package to Customer 1,Making Delivery
1,Truck,Truck travels with no UAVs on board,3416.5678866521316,1,3447.5908016521316,9,Travel from node 1 to node 9,Traveling
1,Truck,Truck is stationary with no UAVs on board,3447.590801652131,9,3477.590801652131,9,Retrieving UAV 2,UAV Recovery
1,Truck,Truck is stationary with no UAVs on board,3477.590801652131,9,-1.0,9,At the Depot.  Total Time = 0:57:57,Vehicle Tasks Complete
2,UAV,UAV is stationary with a parcel,1002.5944619999998,4,1062.5944619999998,4,Prepare to launch from truck,UAV Launch
2,UAV,UAV taking off or landing with a parcel,1062.5944619999998,4,1069.4857085487267,4,Takeoff from truck at Customer 4,Traveling
2,UAV,UAV travels with parcel,1069.4857085487267,4,1211.9754332629805,6,Fly to UAV customer 6,Traveling
2,UAV,UAV taking off or landing with a parcel,1211.9754332629805,6,1224.757926360434,6,Land at UAV customer 6,Traveling
2,UAV,UAV is stationary with a parcel,1224.757926360434,6,1284.757926360434,6,Serving UAV customer 6,Making Delivery
2,UAV,UAV taking off or landing with no parcels,1284.757926360434,6,1291.649172909161,6,Takeoff from UAV customer 6,Traveling
2,UAV,UAV travels empty,1291.649172909161,6,1601.9245283284454,3,Fly to truck at customer 3,Traveling
2,UAV,UAV is stationary without a parcel,1601.9245283284454,3,1675.9088185546782,3,Idle above rendezvous location (customer 3),Idle
2,UAV,UAV taking off or landing with no parcels,1675.9088185546782,3,1688.6913116521318,3,Land at truck rendezvous location (customer 3),Traveling
2,UAV,UAV is stationary without a parcel,1688.6913116521318,3,1718.6913116521318,3,Recovered by truck at customer 3,UAV Recovery
2,UAV,UAV is stationary with a parcel,2221.1857886521316,7,2281.1857886521316,7,Prepare to launch from truck,UAV Launch
2,UAV,UAV taking off or landing with a parcel,2281.1857886521316,7,2288.0770352008585,7,Takeoff from truck at Customer 7,Traveling
2,UAV,UAV travels with parcel,2288.0770352008585,7,2650.0808313103917,5,Fly to UAV customer 5,Traveling
2,UAV,UAV taking off or landing with a parcel,2650.080831310391,5,2662.863324407845,5,Land at UAV customer 5,Traveling
2,UAV,UAV is stationary with a parcel,2662.863324407845,5,2722.863324407845,5,Serving UAV customer 5,Making Delivery
2,UAV,UAV taking off or landing with no parcels,2722.863324407845,5,2729.754570956572,5,Takeoff from UAV customer 5,Traveling
2,UAV,UAV travels empty,2729.754570956572,5,3381.7056296836386,9,Fly to depot,Traveling
2,UAV,UAV is stationary without a parcel,3381.7056296836386,9,3434.8083085546778,9,Idle above depot location,Idle
2,UAV,UAV taking off or landing with no parcels,3434.8083085546778,9,3447.5908016521316,9,Land at depot,Traveling
2,UAV,UAV is stationary without a parcel,3447.590801652131,9,3477.590801652131,9,Recovered at depot,UAV Recovery
